Time,Position,theta,Force
13.309,0.000465165,-9.42103e-08,-7.79569e-06
13.31,0.000465165,-9.39144e-08,-7.76717e-06
13.311,0.000465166,-9.36187e-08,-7.73868e-06
13.312,0.000465166,-9.33232e-08,-7.71021e-06
13.313,0.000465167,-9.30279e-08,-7.68178e-06
13.314,0.000465167,-9.27329e-08,-7.65337e-06
13.315,0.000465168,-9.24381e-08,-7.62499e-06
13.316,0.000465168,-9.21435e-08,-7.59664e-06
13.317,0.000465169,-9.18492e-08,-7.56832e-06
13.318,0.000465169,-9.1555e-08,-7.54002e-06
13.319,0.00046517,-9.12611e-08,-7.51175e-06
13.32,0.00046517,-9.09675e-08,-7.48352e-06
13.321,0.000465171,-9.06741e-08,-7.45531e-06
13.322,0.000465171,-9.03809e-08,-7.42713e-06
13.323,0.000465172,-9.00879e-08,-7.39897e-06
13.324,0.000465172,-8.97952e-08,-7.37085e-06
13.325,0.000465173,-8.95027e-08,-7.34275e-06
13.326,0.000465173,-8.92104e-08,-7.31469e-06
13.327,0.000465174,-8.89184e-08,-7.28665e-06
13.328,0.000465174,-8.86266e-08,-7.25864e-06
13.329,0.000465175,-8.8335e-08,-7.23066e-06
13.33,0.000465175,-8.80437e-08,-7.20271e-06
13.331,0.000465176,-8.77527e-08,-7.17479e-06
13.332,0.000465176,-8.74618e-08,-7.1469e-06
13.333,0.000465177,-8.71712e-08,-7.11904e-06
13.334,0.000465177,-8.68809e-08,-7.0912e-06
13.335,0.000465178,-8.65908e-08,-7.0634e-06
13.336,0.000465178,-8.63009e-08,-7.03563e-06
13.337,0.000465178,-8.60113e-08,-7.00788e-06
13.338,0.000465179,-8.57219e-08,-6.98017e-06
13.339,0.000465179,-8.54328e-08,-6.95248e-06
13.34,0.00046518,-8.5144e-08,-6.92483e-06
13.341,0.00046518,-8.48553e-08,-6.8972e-06
13.342,0.000465181,-8.4567e-08,-6.8696e-06
13.343,0.000465181,-8.42788e-08,-6.84204e-06
13.344,0.000465182,-8.3991e-08,-6.8145e-06
13.345,0.000465182,-8.37033e-08,-6.787e-06
13.346,0.000465183,-8.3416e-08,-6.75952e-06
13.347,0.000465183,-8.31289e-08,-6.73208e-06
13.348,0.000465184,-8.2842e-08,-6.70466e-06
13.349,0.000465184,-8.25554e-08,-6.67728e-06
13.35,0.000465185,-8.22691e-08,-6.64993e-06
13.351,0.000465185,-8.1983e-08,-6.6226e-06
13.352,0.000465186,-8.16971e-08,-6.59531e-06
13.353,0.000465186,-8.14116e-08,-6.56805e-06
13.354,0.000465187,-8.11263e-08,-6.54082e-06
13.355,0.000465187,-8.08412e-08,-6.51362e-06
13.356,0.000465188,-8.05564e-08,-6.48645e-06
13.357,0.000465188,-8.02719e-08,-6.45931e-06
13.358,0.000465189,-7.99876e-08,-6.4322e-06
13.359,0.000465189,-7.97036e-08,-6.40512e-06
13.36,0.000465189,-7.94199e-08,-6.37808e-06
13.361,0.00046519,-7.91364e-08,-6.35106e-06
13.362,0.00046519,-7.88532e-08,-6.32408e-06
13.363,0.000465191,-7.85702e-08,-6.29713e-06
13.364,0.000465191,-7.82876e-08,-6.27021e-06
13.365,0.000465192,-7.80051e-08,-6.24332e-06
13.366,0.000465192,-7.7723e-08,-6.21646e-06
13.367,0.000465193,-7.74411e-08,-6.18963e-06
13.368,0.000465193,-7.71595e-08,-6.16284e-06
13.369,0.000465194,-7.68782e-08,-6.13607e-06
13.37,0.000465194,-7.65972e-08,-6.10934e-06
13.371,0.000465195,-7.63164e-08,-6.08264e-06
13.372,0.000465195,-7.60359e-08,-6.05597e-06
13.373,0.000465196,-7.57556e-08,-6.02934e-06
13.374,0.000465196,-7.54757e-08,-6.00273e-06
13.375,0.000465197,-7.5196e-08,-5.97616e-06
13.376,0.000465197,-7.49166e-08,-5.94962e-06
13.377,0.000465197,-7.46375e-08,-5.92311e-06
13.378,0.000465198,-7.43586e-08,-5.89664e-06
13.379,0.000465198,-7.408e-08,-5.87019e-06
13.38,0.000465199,-7.38017e-08,-5.84378e-06
13.381,0.000465199,-7.35237e-08,-5.8174e-06
13.382,0.0004652,-7.3246e-08,-5.79106e-06
13.383,0.0004652,-7.29685e-08,-5.76474e-06
13.384,0.000465201,-7.26914e-08,-5.73846e-06
13.385,0.000465201,-7.24145e-08,-5.71221e-06
13.386,0.000465202,-7.21379e-08,-5.686e-06
13.387,0.000465202,-7.18616e-08,-5.65981e-06
13.388,0.000465203,-7.15855e-08,-5.63366e-06
13.389,0.000465203,-7.13098e-08,-5.60754e-06
13.39,0.000465203,-7.10343e-08,-5.58146e-06
13.391,0.000465204,-7.07591e-08,-5.5554e-06
13.392,0.000465204,-7.04843e-08,-5.52938e-06
13.393,0.000465205,-7.02097e-08,-5.50339e-06
13.394,0.000465205,-6.99353e-08,-5.47744e-06
13.395,0.000465206,-6.96613e-08,-5.45152e-06
13.396,0.000465206,-6.93876e-08,-5.42563e-06
13.397,0.000465207,-6.91142e-08,-5.39978e-06
13.398,0.000465207,-6.8841e-08,-5.37396e-06
13.399,0.000465208,-6.85682e-08,-5.34817e-06
13.4,0.000465208,-6.82956e-08,-5.32241e-06
13.401,0.000465208,-6.80233e-08,-5.29669e-06
13.402,0.000465209,-6.77514e-08,-5.271e-06
13.403,0.000465209,-6.74797e-08,-5.24535e-06
13.404,0.00046521,-6.72083e-08,-5.21973e-06
13.405,0.00046521,-6.69372e-08,-5.19414e-06
13.406,0.000465211,-6.66665e-08,-5.16858e-06
13.407,0.000465211,-6.6396e-08,-5.14306e-06
13.408,0.000465212,-6.61258e-08,-5.11758e-06
13.409,0.000465212,-6.58559e-08,-5.09212e-06
13.41,0.000465212,-6.55863e-08,-5.06671e-06
13.411,0.000465213,-6.5317e-08,-5.04132e-06
13.412,0.000465213,-6.5048e-08,-5.01597e-06
13.413,0.000465214,-6.47793e-08,-4.99065e-06
13.414,0.000465214,-6.4511e-08,-4.96537e-06
13.415,0.000465215,-6.42429e-08,-4.94012e-06
13.416,0.000465215,-6.39751e-08,-4.9149e-06
13.417,0.000465216,-6.37076e-08,-4.88972e-06
13.418,0.000465216,-6.34405e-08,-4.86457e-06
13.419,0.000465216,-6.31736e-08,-4.83946e-06
13.42,0.000465217,-6.2907e-08,-4.81438e-06
13.421,0.000465217,-6.26408e-08,-4.78934e-06
13.422,0.000465218,-6.23749e-08,-4.76433e-06
13.423,0.000465218,-6.21092e-08,-4.73935e-06
13.424,0.000465219,-6.18439e-08,-4.71441e-06
13.425,0.000465219,-6.15789e-08,-4.68951e-06
13.426,0.00046522,-6.13142e-08,-4.66463e-06
13.427,0.00046522,-6.10498e-08,-4.6398e-06
13.428,0.00046522,-6.07857e-08,-4.61499e-06
13.429,0.000465221,-6.05219e-08,-4.59022e-06
13.43,0.000465221,-6.02585e-08,-4.56549e-06
13.431,0.000465222,-5.99953e-08,-4.54079e-06
13.432,0.000465222,-5.97325e-08,-4.51613e-06
13.433,0.000465223,-5.94699e-08,-4.4915e-06
13.434,0.000465223,-5.92077e-08,-4.4669e-06
13.435,0.000465224,-5.89458e-08,-4.44234e-06
13.436,0.000465224,-5.86843e-08,-4.41782e-06
13.437,0.000465224,-5.8423e-08,-4.39333e-06
13.438,0.000465225,-5.8162e-08,-4.36888e-06
13.439,0.000465225,-5.79014e-08,-4.34446e-06
13.44,0.000465226,-5.76411e-08,-4.32007e-06
13.441,0.000465226,-5.73811e-08,-4.29572e-06
13.442,0.000465227,-5.71214e-08,-4.27141e-06
13.443,0.000465227,-5.68621e-08,-4.24713e-06
13.444,0.000465227,-5.6603e-08,-4.22289e-06
13.445,0.000465228,-5.63443e-08,-4.19868e-06
13.446,0.000465228,-5.60859e-08,-4.1745e-06
13.447,0.000465229,-5.58279e-08,-4.15037e-06
13.448,0.000465229,-5.55701e-08,-4.12626e-06
13.449,0.00046523,-5.53127e-08,-4.1022e-06
13.45,0.00046523,-5.50556e-08,-4.07817e-06
13.451,0.000465231,-5.47988e-08,-4.05417e-06
13.452,0.000465231,-5.45423e-08,-4.03021e-06
13.453,0.000465231,-5.42862e-08,-4.00628e-06
13.454,0.000465232,-5.40304e-08,-3.9824e-06
13.455,0.000465232,-5.37749e-08,-3.95854e-06
13.456,0.000465233,-5.35198e-08,-3.93472e-06
13.457,0.000465233,-5.32649e-08,-3.91094e-06
13.458,0.000465234,-5.30104e-08,-3.8872e-06
13.459,0.000465234,-5.27562e-08,-3.86348e-06
13.46,0.000465234,-5.25024e-08,-3.83981e-06
13.461,0.000465235,-5.22489e-08,-3.81617e-06
13.462,0.000465235,-5.19957e-08,-3.79257e-06
13.463,0.000465236,-5.17428e-08,-3.769e-06
13.464,0.000465236,-5.14903e-08,-3.74547e-06
13.465,0.000465237,-5.12381e-08,-3.72197e-06
13.466,0.000465237,-5.09862e-08,-3.69852e-06
13.467,0.000465237,-5.07347e-08,-3.67509e-06
13.468,0.000465238,-5.04835e-08,-3.65171e-06
13.469,0.000465238,-5.02326e-08,-3.62835e-06
13.47,0.000465239,-4.99821e-08,-3.60504e-06
13.471,0.000465239,-4.97319e-08,-3.58176e-06
13.472,0.00046524,-4.9482e-08,-3.55852e-06
13.473,0.00046524,-4.92324e-08,-3.53531e-06
13.474,0.00046524,-4.89832e-08,-3.51214e-06
13.475,0.000465241,-4.87344e-08,-3.48901e-06
13.476,0.000465241,-4.84858e-08,-3.46591e-06
13.477,0.000465242,-4.82376e-08,-3.44285e-06
13.478,0.000465242,-4.79898e-08,-3.41983e-06
13.479,0.000465243,-4.77422e-08,-3.39684e-06
13.48,0.000465243,-4.74951e-08,-3.37389e-06
13.481,0.000465243,-4.72482e-08,-3.35097e-06
13.482,0.000465244,-4.70017e-08,-3.32809e-06
13.483,0.000465244,-4.67555e-08,-3.30525e-06
13.484,0.000465245,-4.65097e-08,-3.28245e-06
13.485,0.000465245,-4.62642e-08,-3.25968e-06
13.486,0.000465246,-4.6019e-08,-3.23695e-06
13.487,0.000465246,-4.57742e-08,-3.21425e-06
13.488,0.000465246,-4.55297e-08,-3.19159e-06
13.489,0.000465247,-4.52856e-08,-3.16897e-06
13.49,0.000465247,-4.50418e-08,-3.14638e-06
13.491,0.000465248,-4.47984e-08,-3.12383e-06
13.492,0.000465248,-4.45553e-08,-3.10132e-06
13.493,0.000465249,-4.43125e-08,-3.07885e-06
13.494,0.000465249,-4.40701e-08,-3.05641e-06
13.495,0.000465249,-4.3828e-08,-3.03401e-06
13.496,0.00046525,-4.35863e-08,-3.01164e-06
13.497,0.00046525,-4.33449e-08,-2.98932e-06
13.498,0.000465251,-4.31038e-08,-2.96702e-06
13.499,0.000465251,-4.28631e-08,-2.94477e-06
13.5,0.000465252,-4.26228e-08,-2.92255e-06
13.501,0.000465252,-4.23828e-08,-2.90037e-06
13.502,0.000465252,-4.21431e-08,-2.87823e-06
13.503,0.000465253,-4.19038e-08,-2.85613e-06
13.504,0.000465253,-4.16648e-08,-2.83406e-06
13.505,0.000465254,-4.14262e-08,-2.81203e-06
13.506,0.000465254,-4.1188e-08,-2.79003e-06
13.507,0.000465254,-4.095e-08,-2.76807e-06
13.508,0.000465255,-4.07125e-08,-2.74615e-06
13.509,0.000465255,-4.04752e-08,-2.72427e-06
13.51,0.000465256,-4.02384e-08,-2.70242e-06
13.511,0.000465256,-4.00018e-08,-2.68062e-06
13.512,0.000465257,-3.97657e-08,-2.65884e-06
13.513,0.000465257,-3.95298e-08,-2.63711e-06
13.514,0.000465257,-3.92944e-08,-2.61541e-06
13.515,0.000465258,-3.90592e-08,-2.59375e-06
13.516,0.000465258,-3.88245e-08,-2.57213e-06
13.517,0.000465259,-3.859e-08,-2.55055e-06
13.518,0.000465259,-3.8356e-08,-2.529e-06
13.519,0.00046526,-3.81223e-08,-2.50749e-06
13.52,0.00046526,-3.78889e-08,-2.48602e-06
13.521,0.00046526,-3.76559e-08,-2.46458e-06
13.522,0.000465261,-3.74232e-08,-2.44318e-06
13.523,0.000465261,-3.71909e-08,-2.42182e-06
13.524,0.000465262,-3.6959e-08,-2.4005e-06
13.525,0.000465262,-3.67274e-08,-2.37922e-06
13.526,0.000465263,-3.64961e-08,-2.35797e-06
13.527,0.000465263,-3.62653e-08,-2.33676e-06
13.528,0.000465263,-3.60347e-08,-2.31559e-06
13.529,0.000465264,-3.58046e-08,-2.29445e-06
13.53,0.000465264,-3.55747e-08,-2.27335e-06
13.531,0.000465265,-3.53453e-08,-2.25229e-06
13.532,0.000465265,-3.51162e-08,-2.23127e-06
13.533,0.000465265,-3.48874e-08,-2.21029e-06
13.534,0.000465266,-3.4659e-08,-2.18934e-06
13.535,0.000465266,-3.4431e-08,-2.16843e-06
13.536,0.000465267,-3.42033e-08,-2.14756e-06
13.537,0.000465267,-3.3976e-08,-2.12673e-06
13.538,0.000465268,-3.3749e-08,-2.10593e-06
13.539,0.000465268,-3.35224e-08,-2.08517e-06
13.54,0.000465268,-3.32962e-08,-2.06445e-06
13.541,0.000465269,-3.30703e-08,-2.04377e-06
13.542,0.000465269,-3.28448e-08,-2.02312e-06
13.543,0.00046527,-3.26196e-08,-2.00252e-06
13.544,0.00046527,-3.23948e-08,-1.98195e-06
13.545,0.000465271,-3.21704e-08,-1.96141e-06
13.546,0.000465271,-3.19463e-08,-1.94092e-06
13.547,0.000465271,-3.17226e-08,-1.92046e-06
13.548,0.000465272,-3.14992e-08,-1.90005e-06
13.549,0.000465272,-3.12762e-08,-1.87967e-06
13.55,0.000465273,-3.10536e-08,-1.85932e-06
13.551,0.000465273,-3.08313e-08,-1.83902e-06
13.552,0.000465273,-3.06094e-08,-1.81875e-06
13.553,0.000465274,-3.03879e-08,-1.79852e-06
13.554,0.000465274,-3.01667e-08,-1.77833e-06
13.555,0.000465275,-2.99459e-08,-1.75818e-06
13.556,0.000465275,-2.97254e-08,-1.73807e-06
13.557,0.000465276,-2.95053e-08,-1.71799e-06
13.558,0.000465276,-2.92856e-08,-1.69795e-06
13.559,0.000465276,-2.90662e-08,-1.67795e-06
13.56,0.000465277,-2.88472e-08,-1.65799e-06
13.561,0.000465277,-2.86286e-08,-1.63806e-06
13.562,0.000465278,-2.84103e-08,-1.61818e-06
13.563,0.000465278,-2.81924e-08,-1.59833e-06
13.564,0.000465278,-2.79748e-08,-1.57852e-06
13.565,0.000465279,-2.77577e-08,-1.55874e-06
13.566,0.000465279,-2.75408e-08,-1.53901e-06
13.567,0.00046528,-2.73244e-08,-1.51931e-06
13.568,0.00046528,-2.71083e-08,-1.49966e-06
13.569,0.000465281,-2.68926e-08,-1.48003e-06
13.57,0.000465281,-2.66772e-08,-1.46045e-06
13.571,0.000465281,-2.64623e-08,-1.44091e-06
13.572,0.000465282,-2.62476e-08,-1.4214e-06
13.573,0.000465282,-2.60334e-08,-1.40193e-06
13.574,0.000465283,-2.58195e-08,-1.38251e-06
13.575,0.000465283,-2.5606e-08,-1.36311e-06
13.576,0.000465284,-2.53929e-08,-1.34376e-06
13.577,0.000465284,-2.51801e-08,-1.32444e-06
13.578,0.000465284,-2.49677e-08,-1.30517e-06
13.579,0.000465285,-2.47556e-08,-1.28593e-06
13.58,0.000465285,-2.4544e-08,-1.26673e-06
13.581,0.000465286,-2.43327e-08,-1.24757e-06
13.582,0.000465286,-2.41217e-08,-1.22844e-06
13.583,0.000465286,-2.39111e-08,-1.20936e-06
13.584,0.000465287,-2.3701e-08,-1.19031e-06
13.585,0.000465287,-2.34911e-08,-1.1713e-06
13.586,0.000465288,-2.32817e-08,-1.15233e-06
13.587,0.000465288,-2.30726e-08,-1.13339e-06
13.588,0.000465289,-2.28639e-08,-1.1145e-06
13.589,0.000465289,-2.26555e-08,-1.09564e-06
13.59,0.000465289,-2.24475e-08,-1.07682e-06
13.591,0.00046529,-2.22399e-08,-1.05804e-06
13.592,0.00046529,-2.20327e-08,-1.0393e-06
13.593,0.000465291,-2.18258e-08,-1.02059e-06
13.594,0.000465291,-2.16193e-08,-1.00193e-06
13.595,0.000465292,-2.14132e-08,-9.83302e-07
13.596,0.000465292,-2.12074e-08,-9.64712e-07
13.597,0.000465292,-2.10021e-08,-9.46161e-07
13.598,0.000465293,-2.07971e-08,-9.27649e-07
13.599,0.000465293,-2.05924e-08,-9.09174e-07
13.6,0.000465294,-2.03882e-08,-8.90738e-07
13.601,0.000465294,-2.01843e-08,-8.7234e-07
13.602,0.000465295,-1.99807e-08,-8.5398e-07
13.603,0.000465295,-1.97776e-08,-8.35659e-07
13.604,0.000465295,-1.95748e-08,-8.17376e-07
13.605,0.000465296,-1.93724e-08,-7.99131e-07
13.606,0.000465296,-1.91704e-08,-7.80924e-07
13.607,0.000465297,-1.89687e-08,-7.62756e-07
13.608,0.000465297,-1.87674e-08,-7.44626e-07
13.609,0.000465297,-1.85665e-08,-7.26534e-07
13.61,0.000465298,-1.8366e-08,-7.0848e-07
13.611,0.000465298,-1.81658e-08,-6.90465e-07
13.612,0.000465299,-1.7966e-08,-6.72488e-07
13.613,0.000465299,-1.77666e-08,-6.54549e-07
13.614,0.0004653,-1.75675e-08,-6.36649e-07
13.615,0.0004653,-1.73689e-08,-6.18787e-07
13.616,0.0004653,-1.71706e-08,-6.00963e-07
13.617,0.000465301,-1.69727e-08,-5.83177e-07
13.618,0.000465301,-1.67751e-08,-5.6543e-07
13.619,0.000465302,-1.65779e-08,-5.47721e-07
13.62,0.000465302,-1.63811e-08,-5.3005e-07
13.621,0.000465303,-1.61847e-08,-5.12418e-07
13.622,0.000465303,-1.59886e-08,-4.94823e-07
13.623,0.000465303,-1.5793e-08,-4.77267e-07
13.624,0.000465304,-1.55977e-08,-4.59749e-07
13.625,0.000465304,-1.54027e-08,-4.4227e-07
13.626,0.000465305,-1.52082e-08,-4.24829e-07
13.627,0.000465305,-1.5014e-08,-4.07426e-07
13.628,0.000465306,-1.48202e-08,-3.90061e-07
13.629,0.000465306,-1.46268e-08,-3.72735e-07
13.63,0.000465306,-1.44337e-08,-3.55446e-07
13.631,0.000465307,-1.4241e-08,-3.38196e-07
13.632,0.000465307,-1.40487e-08,-3.20985e-07
13.633,0.000465308,-1.38568e-08,-3.03811e-07
13.634,0.000465308,-1.36653e-08,-2.86676e-07
13.635,0.000465309,-1.34741e-08,-2.69579e-07
13.636,0.000465309,-1.32833e-08,-2.5252e-07
13.637,0.000465309,-1.30929e-08,-2.35499e-07
13.638,0.00046531,-1.29028e-08,-2.18517e-07
13.639,0.00046531,-1.27132e-08,-2.01573e-07
13.64,0.000465311,-1.25239e-08,-1.84667e-07
13.641,0.000465311,-1.23349e-08,-1.67799e-07
13.642,0.000465312,-1.21464e-08,-1.50969e-07
13.643,0.000465312,-1.19582e-08,-1.34178e-07
13.644,0.000465312,-1.17704e-08,-1.17425e-07
13.645,0.000465313,-1.1583e-08,-1.0071e-07
13.646,0.000465313,-1.1396e-08,-8.40327e-08
13.647,0.000465314,-1.12093e-08,-6.7394e-08
13.648,0.000465314,-1.10231e-08,-5.07934e-08
13.649,0.000465315,-1.08371e-08,-3.4231e-08
13.65,0.000465315,-1.06516e-08,-1.77067e-08
13.651,0.000465315,-1.04665e-08,-1.2206e-09
13.652,0.000465316,-1.02817e-08,1.52274e-08
13.653,0.000465316,-1.00973e-08,3.16373e-08
13.654,0.000465317,-9.91326e-09,4.8009e-08
13.655,0.000465317,-9.72961e-09,6.43427e-08
13.656,0.000465318,-9.54634e-09,8.06383e-08
13.657,0.000465318,-9.36345e-09,9.68957e-08
13.658,0.000465318,-9.18093e-09,1.13115e-07
13.659,0.000465319,-8.99879e-09,1.29296e-07
13.66,0.000465319,-8.81702e-09,1.4544e-07
13.661,0.00046532,-8.63564e-09,1.61545e-07
13.662,0.00046532,-8.45463e-09,1.77612e-07
13.663,0.000465321,-8.274e-09,1.93641e-07
13.664,0.000465321,-8.09374e-09,2.09632e-07
13.665,0.000465321,-7.91386e-09,2.25585e-07
13.666,0.000465322,-7.73436e-09,2.415e-07
13.667,0.000465322,-7.55524e-09,2.57377e-07
13.668,0.000465323,-7.37649e-09,2.73216e-07
13.669,0.000465323,-7.19812e-09,2.89017e-07
13.67,0.000465324,-7.02013e-09,3.0478e-07
13.671,0.000465324,-6.84251e-09,3.20505e-07
13.672,0.000465324,-6.66527e-09,3.36192e-07
13.673,0.000465325,-6.48841e-09,3.51842e-07
13.674,0.000465325,-6.31193e-09,3.67453e-07
13.675,0.000465326,-6.13582e-09,3.83026e-07
13.676,0.000465326,-5.96009e-09,3.98562e-07
13.677,0.000465327,-5.78473e-09,4.14059e-07
13.678,0.000465327,-5.60976e-09,4.29519e-07
13.679,0.000465328,-5.43516e-09,4.44941e-07
13.68,0.000465328,-5.26094e-09,4.60325e-07
13.681,0.000465328,-5.08709e-09,4.75671e-07
13.682,0.000465329,-4.91362e-09,4.90979e-07
13.683,0.000465329,-4.74053e-09,5.06249e-07
13.684,0.00046533,-4.56782e-09,5.21482e-07
13.685,0.00046533,-4.39548e-09,5.36677e-07
13.686,0.000465331,-4.22352e-09,5.51834e-07
13.687,0.000465331,-4.05193e-09,5.66953e-07
13.688,0.000465331,-3.88073e-09,5.82034e-07
13.689,0.000465332,-3.7099e-09,5.97078e-07
13.69,0.000465332,-3.53944e-09,6.12084e-07
13.691,0.000465333,-3.36937e-09,6.27052e-07
13.692,0.000465333,-3.19967e-09,6.41983e-07
13.693,0.000465334,-3.03034e-09,6.56875e-07
13.694,0.000465334,-2.8614e-09,6.71731e-07
13.695,0.000465335,-2.69283e-09,6.86548e-07
13.696,0.000465335,-2.52463e-09,7.01328e-07
13.697,0.000465335,-2.35682e-09,7.1607e-07
13.698,0.000465336,-2.18938e-09,7.30775e-07
13.699,0.000465336,-2.02231e-09,7.45442e-07
13.7,0.000465337,-1.85562e-09,7.60071e-07
13.701,0.000465337,-1.68931e-09,7.74663e-07
13.702,0.000465338,-1.52338e-09,7.89217e-07
13.703,0.000465338,-1.35782e-09,8.03733e-07
13.704,0.000465339,-1.19264e-09,8.18213e-07
13.705,0.000465339,-1.02783e-09,8.32654e-07
13.706,0.000465339,-8.63401e-10,8.47058e-07
13.707,0.00046534,-6.99347e-10,8.61425e-07
13.708,0.00046534,-5.35668e-10,8.75754e-07
13.709,0.000465341,-3.72366e-10,8.90046e-07
13.71,0.000465341,-2.09439e-10,9.043e-07
13.711,0.000465342,-4.68881e-11,9.18517e-07
13.712,0.000465342,1.15287e-10,9.32696e-07
13.713,0.000465343,2.77087e-10,9.46838e-07
13.714,0.000465343,4.38511e-10,9.60943e-07
13.715,0.000465343,5.9956e-10,9.7501e-07
13.716,0.000465344,7.60233e-10,9.8904e-07
13.717,0.000465344,9.20531e-10,1.00303e-06
13.718,0.000465345,1.08045e-09,1.01699e-06
13.719,0.000465345,1.24e-09,1.03091e-06
13.72,0.000465346,1.39917e-09,1.04479e-06
13.721,0.000465346,1.55797e-09,1.05863e-06
13.722,0.000465347,1.71639e-09,1.07244e-06
13.723,0.000465347,1.87444e-09,1.08621e-06
13.724,0.000465347,2.03212e-09,1.09994e-06
13.725,0.000465348,2.18941e-09,1.11363e-06
13.726,0.000465348,2.34634e-09,1.12729e-06
13.727,0.000465349,2.50289e-09,1.14091e-06
13.728,0.000465349,2.65906e-09,1.15449e-06
13.729,0.00046535,2.81486e-09,1.16804e-06
13.73,0.00046535,2.97029e-09,1.18155e-06
13.731,0.000465351,3.12534e-09,1.19502e-06
13.732,0.000465351,3.28002e-09,1.20845e-06
13.733,0.000465352,3.43433e-09,1.22185e-06
13.734,0.000465352,3.58826e-09,1.23521e-06
13.735,0.000465352,3.74182e-09,1.24854e-06
13.736,0.000465353,3.895e-09,1.26182e-06
13.737,0.000465353,4.04781e-09,1.27507e-06
13.738,0.000465354,4.20025e-09,1.28829e-06
13.739,0.000465354,4.35231e-09,1.30146e-06
13.74,0.000465355,4.504e-09,1.3146e-06
13.741,0.000465355,4.65532e-09,1.32771e-06
13.742,0.000465356,4.80627e-09,1.34077e-06
13.743,0.000465356,4.95684e-09,1.3538e-06
13.744,0.000465357,5.10704e-09,1.36679e-06
13.745,0.000465357,5.25687e-09,1.37975e-06
13.746,0.000465357,5.40632e-09,1.39267e-06
13.747,0.000465358,5.55541e-09,1.40555e-06
13.748,0.000465358,5.70412e-09,1.41839e-06
13.749,0.000465359,5.85246e-09,1.4312e-06
13.75,0.000465359,6.00042e-09,1.44397e-06
13.751,0.00046536,6.14802e-09,1.45671e-06
13.752,0.00046536,6.29524e-09,1.46941e-06
13.753,0.000465361,6.4421e-09,1.48207e-06
13.754,0.000465361,6.58858e-09,1.49469e-06
13.755,0.000465362,6.73469e-09,1.50728e-06
13.756,0.000465362,6.88043e-09,1.51983e-06
13.757,0.000465363,7.02579e-09,1.53235e-06
13.758,0.000465363,7.17079e-09,1.54483e-06
13.759,0.000465363,7.31542e-09,1.55727e-06
13.76,0.000465364,7.45967e-09,1.56968e-06
13.761,0.000465364,7.60356e-09,1.58205e-06
13.762,0.000465365,7.74708e-09,1.59438e-06
13.763,0.000465365,7.89022e-09,1.60668e-06
13.764,0.000465366,8.033e-09,1.61894e-06
13.765,0.000465366,8.1754e-09,1.63116e-06
13.766,0.000465367,8.31744e-09,1.64335e-06
13.767,0.000465367,8.45911e-09,1.6555e-06
13.768,0.000465368,8.60041e-09,1.66762e-06
13.769,0.000465368,8.74134e-09,1.6797e-06
13.77,0.000465369,8.8819e-09,1.69174e-06
13.771,0.000465369,9.02209e-09,1.70375e-06
13.772,0.000465369,9.16191e-09,1.71572e-06
13.773,0.00046537,9.30137e-09,1.72765e-06
13.774,0.00046537,9.44045e-09,1.73955e-06
13.775,0.000465371,9.57917e-09,1.75141e-06
13.776,0.000465371,9.71752e-09,1.76324e-06
13.777,0.000465372,9.8555e-09,1.77503e-06
13.778,0.000465372,9.99312e-09,1.78678e-06
13.779,0.000465373,1.01304e-08,1.7985e-06
13.78,0.000465373,1.02672e-08,1.81018e-06
13.781,0.000465374,1.04038e-08,1.82183e-06
13.782,0.000465374,1.05399e-08,1.83344e-06
13.783,0.000465375,1.06757e-08,1.84501e-06
13.784,0.000465375,1.08111e-08,1.85655e-06
13.785,0.000465376,1.09461e-08,1.86806e-06
13.786,0.000465376,1.10808e-08,1.87952e-06
13.787,0.000465377,1.12151e-08,1.89095e-06
13.788,0.000465377,1.13491e-08,1.90235e-06
13.789,0.000465377,1.14827e-08,1.91371e-06
13.79,0.000465378,1.16159e-08,1.92503e-06
13.791,0.000465378,1.17487e-08,1.93632e-06
13.792,0.000465379,1.18812e-08,1.94757e-06
13.793,0.000465379,1.20134e-08,1.95879e-06
13.794,0.00046538,1.21451e-08,1.96997e-06
13.795,0.00046538,1.22765e-08,1.98112e-06
13.796,0.000465381,1.24075e-08,1.99223e-06
13.797,0.000465381,1.25382e-08,2.00331e-06
13.798,0.000465382,1.26685e-08,2.01434e-06
13.799,0.000465382,1.27984e-08,2.02535e-06
13.8,0.000465383,1.2928e-08,2.03632e-06
13.801,0.000465383,1.30572e-08,2.04725e-06
13.802,0.000465384,1.31861e-08,2.05815e-06
13.803,0.000465384,1.33146e-08,2.06901e-06
13.804,0.000465385,1.34427e-08,2.07984e-06
13.805,0.000465385,1.35704e-08,2.09063e-06
13.806,0.000465386,1.36978e-08,2.10139e-06
13.807,0.000465386,1.38249e-08,2.11211e-06
13.808,0.000465387,1.39516e-08,2.1228e-06
13.809,0.000465387,1.40779e-08,2.13345e-06
13.81,0.000465388,1.42038e-08,2.14406e-06
13.811,0.000465388,1.43294e-08,2.15464e-06
13.812,0.000465388,1.44546e-08,2.16519e-06
13.813,0.000465389,1.45795e-08,2.1757e-06
13.814,0.000465389,1.4704e-08,2.18618e-06
13.815,0.00046539,1.48282e-08,2.19662e-06
13.816,0.00046539,1.49519e-08,2.20702e-06
13.817,0.000465391,1.50754e-08,2.21739e-06
